0x8000000L,mov     eax, [esp+mode]
0x800337cL,add     edx, [esp+0FB4h+var_B4C]
0x8003383L,mov     [esp+0FB4h+var_B48], ebx
0x800338aL,mov     ecx, [esp+0FB4h+var_B50]
0x8003391L,mov     eax, edx
0x8003393L,adc     ecx, [esp+0FB4h+var_B48]
0x800339aL,add     eax, esi
0x800339cL,mov     edx, ecx
0x800339eL,mov     esi, [esp+0FB4h+var_4C]
0x80033a5L,adc     edx, edi
0x80033a7L,mov     edi, [esp+0FB4h+var_48]
0x80033aeL,mov     ebp, esi
0x80033b0L,mov     [esp+0FB4h+var_F9C], eax
0x80033b4L,shrd    esi, edi, 1
0x80033b8L,mov     ecx, esi
0x80033baL,mov     esi, [esp+0FB4h+var_4C]
0x80033c1L,shrd    edi, ebp, 1
0x80033c5L,mov     ebx, edi
0x80033c7L,mov     ebp, esi
0x80033c9L,mov     edi, [esp+0FB4h+var_48]
0x80033d0L,mov     [esp+0FB4h+var_F98], edx
0x80033d4L,shrd    esi, edi, 8
0x80033d8L,shrd    edi, ebp, 8
0x80033dcL,xor     ecx, esi
0x80033deL,xor     ebx, edi
0x80033e0L,mov     esi, [esp+0FB4h+var_4C]
0x80033e7L,mov     edi, [esp+0FB4h+var_48]
0x80033eeL,shrd    esi, edi, 7
0x80033f2L,shr     edi, 7
0x80033f5L,mov     eax, esi
0x80033f7L,mov     edx, edi
0x80033f9L,mov     edi, ecx
0x80033fbL,xor     edi, eax
0x80033fdL,mov     [esp+0FB4h+var_B44], edi
0x8003404L,mov     edi, ebx
0x8003406L,xor     edi, edx
0x8003408L,mov     esi, [esp+0FB4h+var_B44]
0x800340fL,mov     [esp+0FB4h+var_B40], edi
0x8003416L,add     esi, [esp+0FB4h+var_54]
0x800341dL,mov     edi, [esp+0FB4h+var_B40]
0x8003424L,adc     edi, [esp+0FB4h+var_50]
0x800342bL,add     esi, [esp+0FB4h+var_EFC]
0x8003432L,mov     eax, [esp+0FB4h+var_F44]
0x8003436L,mov     edx, [esp+0FB4h+var_F40]
0x800343aL,mov     ebp, eax
0x800343cL,mov     ecx, eax
0x800343eL,adc     edi, [esp+0FB4h+var_EF8]
0x8003445L,mov     ebx, edx
0x8003447L,shrd    ecx, edx, 13h
0x800344bL,shrd    ebx, eax, 13h
0x800344fL,shld    eax, edx, 3
0x8003453L,shld    edx, ebp, 3
0x8003457L,xor     ecx, eax
0x8003459L,xor     ebx, edx
0x800345bL,mov     eax, [esp+0FB4h+var_F44]
0x800345fL,mov     edx, [esp+0FB4h+var_F40]
0x8003463L,shrd    eax, edx, 6
0x8003467L,shr     edx, 6
0x800346aL,xor     ecx, eax
0x800346cL,xor     ebx, edx
0x800346eL,mov     [esp+0FB4h+var_B3C], ecx
0x8003475L,mov     [esp+0FB4h+var_B38], ebx
0x800347cL,mov     ebx, esi
0x800347eL,add     ebx, [esp+0FB4h+var_B3C]
0x8003485L,mov     esi, edi
0x8003487L,adc     esi, [esp+0FB4h+var_B38]
0x800348eL,mov     [esp+0FB4h+var_F3C], ebx
0x8003492L,mov     edi, [esp+0FB4h+var_F74]
0x8003496L,mov     ebx, [esp+0FB4h+var_F84]
0x800349aL,xor     edi, ebx
0x800349cL,mov     [esp+0FB4h+var_F38], esi
0x80034a0L,mov     edx, edi
0x80034a2L,mov     esi, [esp+0FB4h+var_F80]
0x80034a6L,mov     edi, [esp+0FB4h+var_F70]
0x80034aaL,mov     ecx, [esp+0FB4h+var_F88]
0x80034aeL,xor     edi, esi
0x80034b0L,mov     esi, [esp+0FB4h+var_F38]
0x80034b4L,mov     eax, edi
0x80034b6L,mov     edi, [esp+0FB4h+var_F8C]
0x80034baL,and     edx, edi
0x80034bcL,and     eax, ecx
0x80034beL,mov     edi, edx
0x80034c0L,xor     edi, ebx
0x80034c2L,mov     ebx, [esp+0FB4h+var_F3C]
0x80034c6L,mov     [esp+0FB4h+var_B34], edi
0x80034cdL,mov     edi, [esp+0FB4h+var_F80]
0x80034d1L,xor     edi, eax
0x80034d3L,add     ebx, 0EE66DFABh
0x80034d9L,adc     esi, 983E5152h
0x80034dfL,mov     [esp+0FB4h+var_B30], edi
0x80034e6L,mov     edi, esi
0x80034e8L,mov     esi, ebx
0x80034eaL,add     esi, [esp+0FB4h+var_F7C]
0x80034eeL,mov     eax, [esp+0FB4h+var_F8C]
0x80034f2L,adc     edi, [esp+0FB4h+var_F78]
0x80034f6L,add     esi, [esp+0FB4h+var_B34]
0x80034fdL,adc     edi, [esp+0FB4h+var_B30]
0x8003504L,mov     edx, [esp+0FB4h+var_F88]
0x8003508L,mov     ebp, eax
0x800350aL,mov     ecx, eax
0x800350cL,mov     ebx, edx
0x800350eL,shrd    ecx, edx, 0Eh
0x8003512L,shrd    ebx, eax, 0Eh
0x8003516L,shrd    eax, edx, 12h
0x800351aL,shrd    edx, ebp, 12h
0x800351eL,xor     ecx, eax
0x8003520L,xor     ebx, edx
0x8003522L,mov     eax, [esp+0FB4h+var_F8C]
0x8003526L,mov     edx, [esp+0FB4h+var_F88]
0x800352aL,mov     ebp, eax
0x800352cL,shld    eax, edx, 17h
0x8003530L,xor     ecx, eax
0x8003532L,mov     eax, [esp+0FB4h+var_F9C]
0x8003536L,shld    edx, ebp, 17h
0x800353aL,mov     [esp+0FB4h+var_B2C], ecx
0x8003541L,xor     ebx, edx
0x8003543L,add     esi, [esp+0FB4h+var_B2C]
0x800354aL,mov     [esp+0FB4h+var_B28], ebx
0x8003551L,adc     edi, [esp+0FB4h+var_B28]
0x8003558L,mov     edx, [esp+0FB4h+var_FB4]
0x800355bL,add     edx, esi
0x800355dL,mov     ecx, [esp+0FB4h+var_FB0]
0x8003561L,adc     ecx, edi
0x8003563L,mov     [esp+0FB4h+var_F7C], edx
0x8003567L,mov     edx, [esp+0FB4h+var_F9C]
0x800356bL,mov     [esp+0FB4h+var_F78], ecx
0x800356fL,mov     ebp, edx
0x8003571L,mov     ecx, [esp+0FB4h+var_F98]
0x8003575L,shrd    edx, ecx, 1Ch
0x8003579L,shrd    ecx, ebp, 1Ch
0x800357dL,mov     ebx, ecx
0x800357fL,mov     ecx, edx
0x8003581L,mov     edx, [esp+0FB4h+var_F98]
0x8003585L,mov     ebp, eax
0x8003587L,shld    eax, edx, 1Eh
0x800358bL,xor     ecx, eax
0x800358dL,mov     eax, [esp+0FB4h+var_F9C]
0x8003591L,shld    edx, ebp, 1Eh
0x8003595L,xor     ebx, edx
0x8003597L,mov     ebp, eax
0x8003599L,mov     edx, [esp+0FB4h+var_F98]
0x800359dL,shld    eax, edx, 19h
0x80035a1L,shld    edx, ebp, 19h
0x80035a5L,xor     ecx, eax
0x80035a7L,xor     ebx, edx
0x80035a9L,mov     ebp, [esp+0FB4h+var_F98]
0x80035adL,mov     [esp+0FB4h+var_B24], ecx
0x80035b4L,mov     [esp+0FB4h+var_B20], ebx
0x80035bbL,mov     ecx, [esp+0FB4h+var_FA4]
0x80035bfL,mov     ebx, [esp+0FB4h+var_FA0]
0x80035c3L,mov     edx, [esp+0FB4h+var_F9C]
0x80035c7L,or      ebx, ebp
0x80035c9L,or      edx, ecx
0x80035cbL,mov     ecx, [esp+0FB4h+var_FAC]
0x80035cfL,mov     ebp, [esp+0FB4h+var_F9C]
0x80035d3L,and     edx, ecx
0x80035d5L,mov     eax, ebx
0x80035d7L,mov     ecx, [esp+0FB4h+var_FA8]
0x80035dbL,mov     ebx, [esp+0FB4h+var_FA4]
0x80035dfL,and     eax, ecx
0x80035e1L,and     ebx, ebp
0x80035e3L,mov     ecx, [esp+0FB4h+var_FA0]
0x80035e7L,mov     ebp, [esp+0FB4h+var_F98]
0x80035ebL,and     ecx, ebp
0x80035edL,or      edx, ebx
0x80035efL,mov     ebx, eax
0x80035f1L,mov     [esp+0FB4h+var_B1C], edx
0x80035f8L,or      ebx, ecx
0x80035faL,mov     [esp+0FB4h+var_B18], ebx
0x8003601L,mov     edx, [esp+0FB4h+var_B24]
0x8003608L,add     edx, [esp+0FB4h+var_B1C]
0x800360fL,mov     ecx, [esp+0FB4h+var_B20]
0x8003616L,adc     ecx, [esp+0FB4h+var_B18]
0x800361dL,mov     eax, edx
0x800361fL,add     eax, esi
0x8003621L,mov     ebx, [esp+0FB4h+var_44]
0x8003628L,mov     edx, ecx
0x800362aL,mov     esi, [esp+0FB4h+var_40]
0x8003631L,adc     edx, edi
0x8003633L,mov     edi, ebx
0x8003635L,shrd    ebx, esi, 1
0x8003639L,shrd    esi, edi, 1
0x800363dL,mov     ecx, ebx
0x800363fL,mov     ebx, esi
0x8003641L,mov     esi, [esp+0FB4h+var_44]
0x8003648L,mov     edi, [esp+0FB4h+var_40]
0x800364fL,mov     ebp, esi
0x8003651L,mov     [esp+0FB4h+var_FB4], eax
0x8003654L,shrd    esi, edi, 8
0x8003658L,shrd    edi, ebp, 8
0x800365cL,xor     ecx, esi
0x800365eL,xor     ebx, edi
0x8003660L,mov     esi, [esp+0FB4h+var_44]
0x8003667L,mov     edi, [esp+0FB4h+var_40]
0x800366eL,shrd    esi, edi, 7
0x8003672L,shr     edi, 7
0x8003675L,mov     eax, esi
0x8003677L,mov     [esp+0FB4h+var_FB0], edx
0x800367bL,mov     edx, edi
0x800367dL,mov     edi, ecx
0x800367fL,xor     edi, eax
0x8003681L,mov     eax, [esp+0FB4h+var_F6C]
0x8003685L,mov     [esp+0FB4h+var_B14], edi
0x800368cL,mov     edi, ebx
0x800368eL,xor     edi, edx
0x8003690L,mov     esi, [esp+0FB4h+var_B14]
0x8003697L,add     esi, [esp+0FB4h+var_4C]
0x800369eL,mov     [esp+0FB4h+var_B10], edi
0x80036a5L,mov     edi, [esp+0FB4h+var_B10]
0x80036acL,mov     edx, [esp+0FB4h+var_F68]
0x80036b0L,adc     edi, [esp+0FB4h+var_48]
0x80036b7L,add     esi, [esp+0FB4h+var_EF4]
0x80036beL,mov     ebp, eax
0x80036c0L,mov     ecx, eax
0x80036c2L,adc     edi, [esp+0FB4h+var_EF0]
0x80036c9L,mov     ebx, edx
0x80036cbL,shrd    ecx, edx, 13h
0x80036cfL,shrd    ebx, eax, 13h
0x80036d3L,shld    eax, edx, 3
0x80036d7L,shld    edx, ebp, 3
0x80036dbL,xor     ecx, eax
0x80036ddL,xor     ebx, edx
0x80036dfL,mov     eax, [esp+0FB4h+var_F6C]
0x80036e3L,mov     edx, [esp+0FB4h+var_F68]
0x80036e7L,shrd    eax, edx, 6
0x80036ebL,shr     edx, 6
0x80036eeL,xor     ecx, eax
0x80036f0L,mov     [esp+0FB4h+var_B0C], ecx
0x80036f7L,xor     ebx, edx
0x80036f9L,add     esi, [esp+0FB4h+var_B0C]
0x8003700L,mov     [esp+0FB4h+var_B08], ebx
0x8003707L,adc     edi, [esp+0FB4h+var_B08]
0x800370eL,mov     [esp+0FB4h+var_F34], esi
0x8003715L,mov     esi, [esp+0FB4h+var_F74]
0x8003719L,mov     ecx, [esp+0FB4h+var_F8C]
0x800371dL,mov     edx, esi
0x800371fL,mov     [esp+0FB4h+var_F30], edi
0x8003726L,xor     edx, ecx
0x8003728L,mov     ecx, [esp+0FB4h+var_F7C]
0x800372cL,and     edx, ecx
0x800372eL,mov     edi, [esp+0FB4h+var_F70]
0x8003732L,mov     eax, [esp+0FB4h+var_F88]
0x8003736L,mov     ebx, edx
0x8003738L,xor     ebx, esi
0x800373aL,xor     eax, edi
0x800373cL,mov     ecx, [esp+0FB4h+var_F78]
0x8003740L,mov     [esp+0FB4h+var_B04], ebx
0x8003747L,and     eax, ecx
0x8003749L,mov     ebx, [esp+0FB4h+var_F70]
0x800374dL,mov     esi, [esp+0FB4h+var_F34]
0x8003754L,xor     ebx, eax
0x8003756L,mov     edi, [esp+0FB4h+var_F30]
0x800375dL,add     esi, 2DB43210h
0x8003763L,adc     edi, 0A831C66Dh
0x8003769L,add     esi, [esp+0FB4h+var_F84]
0x800376dL,adc     edi, [esp+0FB4h+var_F80]
0x8003771L,add     esi, [esp+0FB4h+var_B04]
0x8003778L,mov     [esp+0FB4h+var_B00], ebx
0x800377fL,mov     eax, [esp+0FB4h+var_F7C]
0x8003783L,mov     edx, [esp+0FB4h+var_F78]
0x8003787L,mov     ebp, eax
0x8003789L,adc     edi, [esp+0FB4h+var_B00]
0x8003790L,shrd    eax, edx, 0Eh
0x8003794L,mov     ecx, eax
0x8003796L,mov     eax, [esp+0FB4h+var_F7C]
0x800379aL,shrd    edx, ebp, 0Eh
0x800379eL,mov     ebx, edx
0x80037a0L,mov     ebp, eax
0x80037a2L,mov     edx, [esp+0FB4h+var_F78]
0x80037a6L,shrd    eax, edx, 12h
0x80037aaL,shrd    edx, ebp, 12h
0x80037aeL,xor     ecx, eax
0x80037b0L,xor     ebx, edx
0x80037b2L,mov     eax, [esp+0FB4h+var_F7C]
0x80037b6L,mov     edx, [esp+0FB4h+var_F78]
0x80037baL,mov     ebp, eax
0x80037bcL,shld    eax, edx, 17h
0x80037c0L,xor     ecx, eax
0x80037c2L,shld    edx, ebp, 17h
0x80037c6L,mov     [esp+0FB4h+var_AFC], ecx
0x80037cdL,xor     ebx, edx
0x80037cfL,add     esi, [esp+0FB4h+var_AFC]
0x80037d6L,mov     [esp+0FB4h+var_AF8], ebx
0x80037ddL,adc     edi, [esp+0FB4h+var_AF8]
0x80037e4L,mov     edx, [esp+0FB4h+var_FAC]
0x80037e8L,add     edx, esi
0x80037eaL,mov     ecx, [esp+0FB4h+var_FA8]
0x80037eeL,adc     ecx, edi
0x80037f0L,mov     [esp+0FB4h+var_F84], edx
0x80037f4L,mov     [esp+0FB4h+var_F80], ecx
0x80037f8L,mov     edx, [esp+0FB4h+var_FB4]
0x80037fbL,mov     ecx, [esp+0FB4h+var_FB0]
0x80037ffL,mov     ebp, edx
0x8003801L,shrd    edx, ecx, 1Ch
0x8003805L,shrd    ecx, ebp, 1Ch
0x8003809L,mov     eax, [esp+0FB4h+var_FB4]
0x800380cL,mov     ebx, ecx
0x800380eL,mov     ecx, edx
0x8003810L,mov     edx, [esp+0FB4h+var_FB0]
0x8003814L,mov     ebp, eax
0x8003816L,shld    eax, edx, 1Eh
0x800381aL,xor     ecx, eax
0x800381cL,mov     eax, [esp+0FB4h+var_FB4]
0x800381fL,shld    edx, ebp, 1Eh
0x8003823L,xor     ebx, edx
0x8003825L,mov     ebp, eax
0x8003827L,mov     edx, [esp+0FB4h+var_FB0]
0x800382bL,shld    eax, edx, 19h
0x800382fL,shld    edx, ebp, 19h
0x8003833L,xor     ebx, edx
0x8003835L,xor     ecx, eax
0x8003837L,mov     [esp+0FB4h+var_AF0], ebx
0x800383eL,mov     ebp, [esp+0FB4h+var_FB0]
0x8003842L,mov     ebx, [esp+0FB4h+var_F98]
0x8003846L,mov     [esp+0FB4h+var_AF4], ecx
0x800384dL,or      ebx, ebp
0x800384fL,mov     ecx, [esp+0FB4h+var_F9C]
0x8003853L,mov     edx, [esp+0FB4h+var_FB4]
0x8003856L,mov     ebp, [esp+0FB4h+var_FB4]
0x8003859L,or      edx, ecx
0x800385bL,mov     eax, ebx
0x800385dL,mov     ecx, [esp+0FB4h+var_FA4]
0x8003861L,mov     ebx, [esp+0FB4h+var_F9C]
0x8003865L,and     ebx, ebp
0x8003867L,and     edx, ecx
0x8003869L,mov     ecx, [esp+0FB4h+var_FA0]
0x800386dL,or      edx, ebx
0x800386fL,and     eax, ecx
0x8003871L,mov     ebp, [esp+0FB4h+var_FB0]
0x8003875L,mov     ecx, [esp+0FB4h+var_F98]
0x8003879L,mov     [esp+0FB4h+var_AEC], edx
0x8003880L,and     ecx, ebp
0x8003882L,mov     ebx, eax
0x8003884L,mov     edx, [esp+0FB4h+var_AF4]
0x800388bL,or      ebx, ecx
0x800388dL,add     edx, [esp+0FB4h+var_AEC]
0x8003894L,mov     [esp+0FB4h+var_AE8], ebx
0x800389bL,mov     ecx, [esp+0FB4h+var_AF0]
0x80038a2L,mov     eax, edx
0x80038a4L,adc     ecx, [esp+0FB4h+var_AE8]
0x80038abL,add     eax, esi
0x80038adL,mov     edx, ecx
0x80038afL,mov     esi, [esp+0FB4h+var_3C]
0x80038b6L,adc     edx, edi
0x80038b8L,mov     edi, [esp+0FB4h+var_38]
0x80038bfL,mov     ebp, esi
0x80038c1L,mov     [esp+0FB4h+var_FAC], eax
0x80038c5L,shrd    esi, edi, 1
0x80038c9L,mov     ecx, esi
0x80038cbL,mov     esi, [esp+0FB4h+var_3C]
0x80038d2L,shrd    edi, ebp, 1
0x80038d6L,mov     ebx, edi
0x80038d8L,mov     ebp, esi
0x80038daL,mov     edi, [esp+0FB4h+var_38]
0x80038e1L,mov     [esp+0FB4h+var_FA8], edx
0x80038e5L,shrd    esi, edi, 8
0x80038e9L,shrd    edi, ebp, 8
0x80038edL,xor     ecx, esi
0x80038efL,xor     ebx, edi
0x80038f1L,mov     esi, [esp+0FB4h+var_3C]
0x80038f8L,mov     edi, [esp+0FB4h+var_38]
0x80038ffL,shrd    esi, edi, 7
0x8003903L,shr     edi, 7
0x8003906L,mov     eax, esi
0x8003908L,mov     edx, edi
0x800390aL,mov     edi, ecx
0x800390cL,xor     edi, eax
0x800390eL,mov     eax, [esp+0FB4h+var_F3C]
0x8003912L,mov     [esp+0FB4h+var_AE4], edi
0x8003919L,mov     edi, ebx
0x800391bL,xor     edi, edx
0x800391dL,mov     esi, [esp+0FB4h+var_AE4]
0x8003924L,add     esi, [esp+0FB4h+var_44]
0x800392bL,mov     [esp+0FB4h+var_AE0], edi
0x8003932L,mov     edi, [esp+0FB4h+var_AE0]
0x8003939L,mov     edx, [esp+0FB4h+var_F38]
0x800393dL,adc     edi, [esp+0FB4h+var_40]
0x8003944L,add     esi, [esp+0FB4h+var_F5C]
0x8003948L,mov     ebp, eax
0x800394aL,mov     ecx, eax
0x800394cL,adc     edi, [esp+0FB4h+var_F58]
0x8003950L,mov     ebx, edx
0x8003952L,shrd    ecx, edx, 13h
0x8003956L,shrd    ebx, eax, 13h
0x800395aL,shld    eax, edx, 3
0x800395eL,shld    edx, ebp, 3
0x8003962L,xor     ecx, eax
0x8003964L,xor     ebx, edx
0x8003966L,mov     eax, [esp+0FB4h+var_F3C]
0x800396aL,mov     edx, [esp+0FB4h+var_F38]
0x800396eL,shrd    eax, edx, 6
0x8003972L,shr     edx, 6
0x8003975L,xor     ecx, eax
0x8003977L,xor     ebx, edx
0x8003979L,mov     [esp+0FB4h+var_ADC], ecx
0x8003980L,mov     [esp+0FB4h+var_AD8], ebx
0x8003987L,mov     ebx, esi
0x8003989L,add     ebx, [esp+0FB4h+var_ADC]
0x8003990L,mov     esi, edi
0x8003992L,adc     esi, [esp+0FB4h+var_AD8]
0x8003999L,mov     [esp+0FB4h+var_F2C], ebx
0x80039a0L,mov     edi, [esp+0FB4h+var_F7C]
0x80039a4L,mov     ebx, [esp+0FB4h+var_F8C]
0x80039a8L,xor     edi, ebx
0x80039aaL,mov     [esp+0FB4h+var_F28], esi
0x80039b1L,mov     edx, edi
0x80039b3L,mov     esi, [esp+0FB4h+var_F88]
0x80039b7L,mov     edi, [esp+0FB4h+var_F78]
0x80039bbL,mov     ecx, [esp+0FB4h+var_F80]
0x80039bfL,xor     edi, esi
0x80039c1L,mov     eax, edi
0x80039c3L,mov     edi, [esp+0FB4h+var_F84]
0x80039c7L,and     edx, edi
0x80039c9L,and     eax, ecx
0x80039cbL,mov     edi, edx
0x80039cdL,xor     edi, ebx
0x80039cfL,mov     ebx, [esp+0FB4h+var_F2C]
0x80039d6L,mov     [esp+0FB4h+var_AD4], edi
0x80039ddL,mov     edi, [esp+0FB4h+var_F88]
0x80039e1L,xor     edi, eax
0x80039e3L,add     ebx, 98FB213Fh
0x80039e9L,mov     [esp+0FB4h+var_AD0], edi
0x80039f0L,mov     esi, [esp+0FB4h+var_F28]
0x80039f7L,adc     esi, 0B00327C8h
0x80039fdL,mov     eax, [esp+0FB4h+var_F84]
0x8003a01L,mov     edi, esi
0x8003a03L,mov     esi, ebx
0x8003a05L,add     esi, [esp+0FB4h+var_F74]
0x8003a09L,mov     edx, [esp+0FB4h+var_F80]
0x8003a0dL,adc     edi, [esp+0FB4h+var_F70]
0x8003a11L,add     esi, [esp+0FB4h+var_AD4]
0x8003a18L,mov     ebp, eax
0x8003a1aL,mov     ecx, eax
0x8003a1cL,adc     edi, [esp+0FB4h+var_AD0]
0x8003a23L,mov     ebx, edx
0x8003a25L,shrd    ecx, edx, 0Eh
0x8003a29L,shrd    ebx, eax, 0Eh
0x8003a2dL,shrd    eax, edx, 12h
0x8003a31L,shrd    edx, ebp, 12h
0x8003a35L,xor     ecx, eax
0x8003a37L,xor     ebx, edx
0x8003a39L,mov     eax, [esp+0FB4h+var_F84]
0x8003a3dL,mov     edx, [esp+0FB4h+var_F80]
0x8003a41L,mov     ebp, eax
0x8003a43L,shld    eax, edx, 17h
0x8003a47L,xor     ecx, eax
0x8003a49L,mov     eax, [esp+0FB4h+var_FAC]
0x8003a4dL,shld    edx, ebp, 17h
0x8003a51L,mov     [esp+0FB4h+var_ACC], ecx
0x8003a58L,xor     ebx, edx
0x8003a5aL,add     esi, [esp+0FB4h+var_ACC]
0x8003a61L,mov     [esp+0FB4h+var_AC8], ebx
0x8003a68L,adc     edi, [esp+0FB4h+var_AC8]
0x8003a6fL,mov     edx, [esp+0FB4h+var_FA4]
0x8003a73L,add     edx, esi
0x8003a75L,mov     ecx, [esp+0FB4h+var_FA0]
0x8003a79L,adc     ecx, edi
0x8003a7bL,mov     [esp+0FB4h+var_F74], edx
0x8003a7fL,mov     edx, [esp+0FB4h+var_FAC]
0x8003a83L,mov     [esp+0FB4h+var_F70], ecx
0x8003a87L,mov     ebp, edx
0x8003a89L,mov     ecx, [esp+0FB4h+var_FA8]
0x8003a8dL,shrd    edx, ecx, 1Ch
0x8003a91L,shrd    ecx, ebp, 1Ch
0x8003a95L,mov     ebx, ecx
0x8003a97L,mov     ecx, edx
0x8003a99L,mov     edx, [esp+0FB4h+var_FA8]
0x8003a9dL,mov     ebp, eax
0x8003a9fL,shld    eax, edx, 1Eh
0x8003aa3L,xor     ecx, eax
0x8003aa5L,mov     eax, [esp+0FB4h+var_FAC]
0x8003aa9L,shld    edx, ebp, 1Eh
0x8003aadL,xor     ebx, edx
0x8003aafL,mov     ebp, eax
0x8003ab1L,mov     edx, [esp+0FB4h+var_FA8]
0x8003ab5L,shld    eax, edx, 19h
0x8003ab9L,shld    edx, ebp, 19h
0x8003abdL,xor     ebx, edx
0x8003abfL,xor     ecx, eax
0x8003ac1L,mov     ebp, [esp+0FB4h+var_FA8]
0x8003ac5L,mov     [esp+0FB4h+var_AC0], ebx
0x8003accL,mov     ebx, [esp+0FB4h+var_FB0]
0x8003ad0L,mov     [esp+0FB4h+var_AC4], ecx
0x8003ad7L,or      ebx, ebp
0x8003ad9L,mov     ecx, [esp+0FB4h+var_FB4]
0x8003adcL,mov     edx, [esp+0FB4h+var_FAC]
0x8003ae0L,mov     eax, ebx
0x8003ae2L,or      edx, ecx
0x8003ae4L,mov     ecx, [esp+0FB4h+var_F9C]
0x8003ae8L,mov     ebp, [esp+0FB4h+var_FAC]
0x8003aecL,mov     ebx, [esp+0FB4h+var_FB4]
0x8003aefL,and     ebx, ebp
0x8003af1L,and     edx, ecx
0x8003af3L,mov     ecx, [esp+0FB4h+var_F98]
0x8003af7L,or      edx, ebx
0x8003af9L,and     eax, ecx
0x8003afbL,mov     ebp, [esp+0FB4h+var_FA8]
0x8003affL,mov     ecx, [esp+0FB4h+var_FB0]
0x8003b03L,mov     [esp+0FB4h+var_ABC], edx
0x8003b0aL,and     ecx, ebp
0x8003b0cL,mov     ebx, eax
0x8003b0eL,mov     edx, [esp+0FB4h+var_AC4]
0x8003b15L,or      ebx, ecx
0x8003b17L,add     edx, [esp+0FB4h+var_ABC]
0x8003b1eL,mov     [esp+0FB4h+var_AB8], ebx
0x8003b25L,mov     ecx, [esp+0FB4h+var_AC0]
0x8003b2cL,mov     eax, edx
0x8003b2eL,adc     ecx, [esp+0FB4h+var_AB8]
0x8003b35L,mov     ebx, [esp+0FB4h+var_34]
0x8003b3cL,add     eax, esi
0x8003b3eL,mov     edx, ecx
0x8003b40L,adc     edx, edi
0x8003b42L,mov     esi, [esp+0FB4h+var_30]
0x8003b49L,mov     edi, ebx
0x8003b4bL,mov     [esp+0FB4h+var_FA4], eax
0x8003b4fL,shrd    ebx, esi, 1
0x8003b53L,shrd    esi, edi, 1
0x8003b57L,mov     ecx, ebx
0x8003b59L,mov     ebx, esi
0x8003b5bL,mov     esi, [esp+0FB4h+var_34]
0x8003b62L,mov     edi, [esp+0FB4h+var_30]
0x8003b69L,mov     ebp, esi
0x8003b6bL,mov     [esp+0FB4h+var_FA0], edx
0x8003b6fL,shrd    esi, edi, 8
0x8003b73L,shrd    edi, ebp, 8
0x8003b77L,xor     ecx, esi
0x8003b79L,xor     ebx, edi
0x8003b7bL,mov     esi, [esp+0FB4h+var_34]
0x8003b82L,mov     edi, [esp+0FB4h+var_30]
0x8003b89L,shrd    esi, edi, 7
0x8003b8dL,shr     edi, 7
0x8003b90L,mov     eax, esi
0x8003b92L,mov     edx, edi
0x8003b94L,mov     edi, ecx
0x8003b96L,xor     edi, eax
0x8003b98L,mov     eax, [esp+0FB4h+var_F34]
0x8003b9fL,mov     [esp+0FB4h+var_AB4], edi
0x8003ba6L,mov     edi, ebx
0x8003ba8L,xor     edi, edx
0x8003baaL,mov     esi, [esp+0FB4h+var_AB4]
0x8003bb1L,add     esi, [esp+0FB4h+var_3C]
0x8003bb8L,mov     [esp+0FB4h+var_AB0], edi
0x8003bbfL,mov     edi, [esp+0FB4h+var_AB0]
0x8003bc6L,mov     ebp, eax
0x8003bc8L,adc     edi, [esp+0FB4h+var_38]
0x8003bcfL,add     esi, [esp+0FB4h+var_F54]
0x8003bd3L,adc     edi, [esp+0FB4h+var_F50]
0x8003bd7L,mov     edx, [esp+0FB4h+var_F30]
0x8003bdeL,mov     ecx, eax
0x8003be0L,mov     ebx, edx
0x8003be2L,shrd    ecx, edx, 13h
0x8003be6L,shrd    ebx, eax, 13h
0x8003beaL,shld    eax, edx, 3
0x8003beeL,shld    edx, ebp, 3
0x8003bf2L,xor     ecx, eax
0x8003bf4L,xor     ebx, edx
0x8003bf6L,mov     eax, [esp+0FB4h+var_F34]
0x8003bfdL,mov     edx, [esp+0FB4h+var_F30]
0x8003c04L,shrd    eax, edx, 6
0x8003c08L,shr     edx, 6
0x8003c0bL,xor     ecx, eax
0x8003c0dL,mov     [esp+0FB4h+var_AAC], ecx
0x8003c14L,xor     ebx, edx
0x8003c16L,add     esi, [esp+0FB4h+var_AAC]
0x8003c1dL,mov     [esp+0FB4h+var_AA8], ebx
0x8003c24L,mov     [esp+0FB4h+var_F24], esi
0x8003c2bL,mov     esi, [esp+0FB4h+var_F7C]
0x8003c2fL,mov     ecx, [esp+0FB4h+var_F84]
0x8003c33L,mov     edx, esi
0x8003c35L,adc     edi, [esp+0FB4h+var_AA8]
0x8003c3cL,xor     edx, ecx
0x8003c3eL,mov     ecx, [esp+0FB4h+var_F74]
0x8003c42L,mov     [esp+0FB4h+var_F20], edi
0x8003c49L,and     edx, ecx
0x8003c4bL,mov     edi, [esp+0FB4h+var_F78]
0x8003c4fL,mov     eax, [esp+0FB4h+var_F80]
0x8003c53L,mov     ebx, edx
0x8003c55L,xor     ebx, esi
0x8003c57L,xor     eax, edi
0x8003c59L,mov     ecx, [esp+0FB4h+var_F70]
0x8003c5dL,mov     [esp+0FB4h+var_AA4], ebx
0x8003c64L,and     eax, ecx
0x8003c66L,mov     ebx, [esp+0FB4h+var_F78]
0x8003c6aL,mov     esi, [esp+0FB4h+var_F24]
0x8003c71L,xor     ebx, eax
