0x8000000L,mov     eax, [esp+mode]
0x800236eL,mov     [esp+0F34h+var_ED8], edx
0x8002372L,mov     ecx, edi
0x8002374L,mov     edx, esi
0x8002376L,mov     [esp+0F34h+var_EDC], eax
0x800237aL,shrd    edx, edi, 8
0x800237eL,shrd    ecx, esi, 8
0x8002382L,mov     ebx, ecx
0x8002384L,mov     eax, esi
0x8002386L,mov     ecx, edx
0x8002388L,mov     edx, edi
0x800238aL,shrd    eax, edx, 1
0x800238eL,shrd    edx, esi, 1
0x8002392L,xor     ecx, eax
0x8002394L,xor     ebx, edx
0x8002396L,mov     eax, [esp+0F34h+var_E7C]
0x800239dL,mov     edx, [esp+0F34h+var_E78]
0x80023a4L,shrd    eax, edx, 7
0x80023a8L,shr     edx, 7
0x80023abL,xor     ecx, eax
0x80023adL,xor     ebx, edx
0x80023afL,mov     [esp+0F34h+var_BE4], ecx
0x80023b6L,mov     [esp+0F34h+var_BE0], ebx
0x80023bdL,mov     ebx, [esp+0F34h+var_EDC]
0x80023c1L,add     ebx, [esp+0F34h+var_BE4]
0x80023c8L,mov     esi, [esp+0F34h+var_ED8]
0x80023ccL,adc     esi, [esp+0F34h+var_BE0]
0x80023d3L,mov     [esp+0F34h+var_E84], ebx
0x80023daL,add     ebx, 384F25E3h
0x80023e0L,mov     [esp+0F34h+var_E80], esi
0x80023e7L,adc     esi, 0EFBE4786h
0x80023edL,mov     ecx, [esp+0F34h+var_EFC]
0x80023f1L,mov     edi, esi
0x80023f3L,mov     esi, ebx
0x80023f5L,add     esi, [esp+0F34h+var_F04]
0x80023f9L,mov     ebx, [esp+0F34h+var_EF8]
0x80023fdL,mov     edx, [esp+0F34h+var_EF4]
0x8002401L,mov     eax, [esp+0F34h+var_EF0]
0x8002405L,adc     edi, [esp+0F34h+var_F00]
0x8002409L,xor     edx, ecx
0x800240bL,xor     eax, ebx
0x800240dL,mov     ebx, [esp+0F34h+var_EE4]
0x8002411L,and     edx, ebx
0x8002413L,mov     ebx, [esp+0F34h+var_EE0]
0x8002417L,xor     edx, ecx
0x8002419L,and     eax, ebx
0x800241bL,mov     [esp+0F34h+var_BDC], edx
0x8002422L,mov     edx, [esp+0F34h+var_EF8]
0x8002426L,xor     edx, eax
0x8002428L,add     esi, [esp+0F34h+var_BDC]
0x800242fL,mov     [esp+0F34h+var_BD8], edx
0x8002436L,mov     [esp+0F34h+var_F04], esi
0x800243aL,adc     edi, [esp+0F34h+var_BD8]
0x8002441L,mov     esi, [esp+0F34h+var_EE4]
0x8002445L,mov     [esp+0F34h+var_F00], edi
0x8002449L,mov     edi, [esp+0F34h+var_EE0]
0x800244dL,mov     edx, esi
0x800244fL,mov     ecx, edi
0x8002451L,shrd    edx, edi, 12h
0x8002455L,shrd    ecx, esi, 12h
0x8002459L,mov     ebx, ecx
0x800245bL,mov     eax, esi
0x800245dL,mov     ecx, edx
0x800245fL,mov     edx, edi
0x8002461L,shrd    eax, edx, 0Eh
0x8002465L,shrd    edx, esi, 0Eh
0x8002469L,xor     ebx, edx
0x800246bL,xor     ecx, eax
0x800246dL,mov     edx, [esp+0F34h+var_EE0]
0x8002471L,mov     eax, [esp+0F34h+var_EE4]
0x8002475L,mov     edi, eax
0x8002477L,mov     esi, [esp+0F34h+var_F04]
0x800247bL,shld    eax, edx, 17h
0x800247fL,xor     ecx, eax
0x8002481L,shld    edx, edi, 17h
0x8002485L,mov     [esp+0F34h+var_BD4], ecx
0x800248cL,mov     ecx, ebx
0x800248eL,xor     ecx, edx
0x8002490L,add     esi, [esp+0F34h+var_BD4]
0x8002497L,mov     [esp+0F34h+var_BD0], ecx
0x800249eL,mov     edi, [esp+0F34h+var_F00]
0x80024a2L,adc     edi, [esp+0F34h+var_BD0]
0x80024a9L,mov     [esp+0F34h+var_F04], esi
0x80024adL,mov     [esp+0F34h+var_F00], edi
0x80024b1L,mov     edx, [esp+0F34h+var_F14]
0x80024b5L,add     edx, esi
0x80024b7L,mov     ecx, [esp+0F34h+var_F10]
0x80024bbL,adc     ecx, edi
0x80024bdL,mov     esi, [esp+0F34h+var_F1C]
0x80024c1L,mov     [esp+0F34h+var_EDC], edx
0x80024c5L,mov     [esp+0F34h+var_ED8], ecx
0x80024c9L,mov     edx, esi
0x80024cbL,mov     ecx, [esp+0F34h+var_F24]
0x80024cfL,mov     edi, [esp+0F34h+var_F18]
0x80024d3L,or      edx, ecx
0x80024d5L,mov     eax, [esp+0F34h+var_F20]
0x80024d9L,mov     ecx, [esp+0F34h+var_F0C]
0x80024ddL,or      eax, edi
0x80024dfL,and     edx, ecx
0x80024e1L,mov     ecx, [esp+0F34h+var_F08]
0x80024e5L,and     eax, ecx
0x80024e7L,mov     ecx, [esp+0F34h+var_F24]
0x80024ebL,and     ecx, esi
0x80024edL,mov     ebx, ecx
0x80024efL,mov     ecx, [esp+0F34h+var_F20]
0x80024f3L,or      edx, ebx
0x80024f5L,and     ecx, edi
0x80024f7L,mov     [esp+0F34h+var_BCC], edx
0x80024feL,mov     edx, eax
0x8002500L,or      edx, ecx
0x8002502L,mov     ecx, edi
0x8002504L,mov     [esp+0F34h+var_BC8], edx
0x800250bL,mov     edx, esi
0x800250dL,shld    edx, edi, 1Eh
0x8002511L,shld    ecx, esi, 1Eh
0x8002515L,mov     [esp+0F34h+var_F14], edx
0x8002519L,mov     [esp+0F34h+var_F10], ecx
0x800251dL,mov     eax, esi
0x800251fL,mov     ecx, [esp+0F34h+var_F14]
0x8002523L,shrd    eax, edi, 1Ch
0x8002527L,mov     edx, edi
0x8002529L,mov     edi, ecx
0x800252bL,shrd    edx, esi, 1Ch
0x800252fL,xor     edi, eax
0x8002531L,mov     ebx, [esp+0F34h+var_F10]
0x8002535L,mov     eax, [esp+0F34h+var_F1C]
0x8002539L,xor     ebx, edx
0x800253bL,mov     ecx, eax
0x800253dL,mov     edx, [esp+0F34h+var_F18]
0x8002541L,shld    eax, edx, 19h
0x8002545L,shld    edx, ecx, 19h
0x8002549L,mov     ecx, edi
0x800254bL,xor     ecx, eax
0x800254dL,mov     [esp+0F34h+var_BC4], ecx
0x8002554L,mov     ecx, ebx
0x8002556L,xor     ecx, edx
0x8002558L,mov     edx, [esp+0F34h+var_BCC]
0x800255fL,add     edx, [esp+0F34h+var_BC4]
0x8002566L,mov     [esp+0F34h+var_BC0], ecx
0x800256dL,mov     eax, edx
0x800256fL,mov     ecx, [esp+0F34h+var_BC8]
0x8002576L,adc     ecx, [esp+0F34h+var_BC0]
0x800257dL,mov     edx, eax
0x800257fL,add     edx, [esp+0F34h+var_F04]
0x8002583L,adc     ecx, [esp+0F34h+var_F00]
0x8002587L,mov     [esp+0F34h+var_F14], edx
0x800258bL,mov     edx, [esp+0F34h+var_E7C]
0x8002592L,mov     [esp+0F34h+var_F10], ecx
0x8002596L,mov     ecx, [esp+0F34h+var_E78]
0x800259dL,add     edx, [esp+0F34h+var_E8C]
0x80025a4L,adc     ecx, [esp+0F34h+var_E88]
0x80025abL,mov     esi, [esp+0F34h+var_E74]
0x80025b2L,mov     edi, [esp+0F34h+var_E70]
0x80025b9L,mov     [esp+0F34h+var_F04], edx
0x80025bdL,mov     [esp+0F34h+var_F00], ecx
0x80025c1L,mov     edx, esi
0x80025c3L,mov     ecx, edi
0x80025c5L,mov     eax, esi
0x80025c7L,shrd    edx, edi, 8
0x80025cbL,shrd    ecx, esi, 8
0x80025cfL,mov     ebx, ecx
0x80025d1L,mov     ecx, edx
0x80025d3L,mov     edx, edi
0x80025d5L,mov     edi, [esp+0F34h+var_E90]
0x80025dcL,shrd    eax, edx, 1
0x80025e0L,shrd    edx, esi, 1
0x80025e4L,xor     ebx, edx
0x80025e6L,xor     ecx, eax
0x80025e8L,mov     edx, [esp+0F34h+var_E70]
0x80025efL,mov     eax, [esp+0F34h+var_E74]
0x80025f6L,shrd    eax, edx, 7
0x80025faL,xor     ecx, eax
0x80025fcL,mov     esi, [esp+0F34h+var_E94]
0x8002603L,shr     edx, 7
0x8002606L,mov     [esp+0F34h+var_BBC], ecx
0x800260dL,mov     ecx, ebx
0x800260fL,mov     eax, esi
0x8002611L,xor     ecx, edx
0x8002613L,mov     edx, [esp+0F34h+var_F04]
0x8002617L,add     edx, [esp+0F34h+var_BBC]
0x800261eL,mov     [esp+0F34h+var_BB8], ecx
0x8002625L,mov     ecx, [esp+0F34h+var_F00]
0x8002629L,mov     [esp+0F34h+var_F04], edx
0x800262dL,adc     ecx, [esp+0F34h+var_BB8]
0x8002634L,mov     edx, esi
0x8002636L,mov     [esp+0F34h+var_F00], ecx
0x800263aL,mov     ecx, edi
0x800263cL,shld    edx, edi, 3
0x8002640L,shld    ecx, esi, 3
0x8002644L,mov     ebx, ecx
0x8002646L,mov     ecx, edx
0x8002648L,mov     edx, edi
0x800264aL,mov     edi, [esp+0F34h+var_F00]
0x800264eL,shrd    eax, edx, 13h
0x8002652L,shrd    edx, esi, 13h
0x8002656L,xor     ebx, edx
0x8002658L,xor     ecx, eax
0x800265aL,mov     edx, [esp+0F34h+var_E90]
0x8002661L,mov     eax, [esp+0F34h+var_E94]
0x8002668L,shrd    eax, edx, 6
0x800266cL,xor     ecx, eax
0x800266eL,mov     esi, [esp+0F34h+var_F04]
0x8002672L,shr     edx, 6
0x8002675L,mov     [esp+0F34h+var_BB4], ecx
0x800267cL,mov     ecx, ebx
0x800267eL,xor     ecx, edx
0x8002680L,add     esi, [esp+0F34h+var_BB4]
0x8002687L,mov     [esp+0F34h+var_BB0], ecx
0x800268eL,mov     [esp+0F34h+var_E7C], esi
0x8002695L,adc     edi, [esp+0F34h+var_BB0]
0x800269cL,add     esi, 8B8CD5B5h
0x80026a2L,mov     [esp+0F34h+var_E78], edi
0x80026a9L,adc     edi, 0FC19DC6h
0x80026afL,add     esi, [esp+0F34h+var_EFC]
0x80026b3L,mov     ecx, [esp+0F34h+var_EF4]
0x80026b7L,mov     ebx, [esp+0F34h+var_EF0]
0x80026bbL,mov     edx, [esp+0F34h+var_EE4]
0x80026bfL,mov     eax, [esp+0F34h+var_EE0]
0x80026c3L,adc     edi, [esp+0F34h+var_EF8]
0x80026c7L,xor     edx, ecx
0x80026c9L,xor     eax, ebx
0x80026cbL,mov     ebx, [esp+0F34h+var_EDC]
0x80026cfL,and     edx, ebx
0x80026d1L,mov     ebx, [esp+0F34h+var_ED8]
0x80026d5L,xor     edx, ecx
0x80026d7L,and     eax, ebx
0x80026d9L,mov     [esp+0F34h+var_BAC], edx
0x80026e0L,mov     edx, [esp+0F34h+var_EF0]
0x80026e4L,xor     edx, eax
0x80026e6L,add     esi, [esp+0F34h+var_BAC]
0x80026edL,mov     [esp+0F34h+var_BA8], edx
0x80026f4L,mov     [esp+0F34h+var_F04], esi
0x80026f8L,adc     edi, [esp+0F34h+var_BA8]
0x80026ffL,mov     esi, [esp+0F34h+var_EDC]
0x8002703L,mov     [esp+0F34h+var_F00], edi
0x8002707L,mov     edi, [esp+0F34h+var_ED8]
0x800270bL,mov     edx, esi
0x800270dL,mov     ecx, edi
0x800270fL,shrd    edx, edi, 12h
0x8002713L,shrd    ecx, esi, 12h
0x8002717L,mov     ebx, ecx
0x8002719L,mov     eax, esi
0x800271bL,mov     ecx, edx
0x800271dL,mov     edx, edi
0x800271fL,shrd    eax, edx, 0Eh
0x8002723L,shrd    edx, esi, 0Eh
0x8002727L,xor     ebx, edx
0x8002729L,xor     ecx, eax
0x800272bL,mov     edx, [esp+0F34h+var_ED8]
0x800272fL,mov     eax, [esp+0F34h+var_EDC]
0x8002733L,mov     edi, eax
0x8002735L,mov     esi, [esp+0F34h+var_F04]
0x8002739L,shld    eax, edx, 17h
0x800273dL,xor     ecx, eax
0x800273fL,shld    edx, edi, 17h
0x8002743L,mov     [esp+0F34h+var_BA4], ecx
0x800274aL,mov     ecx, ebx
0x800274cL,xor     ecx, edx
0x800274eL,add     esi, [esp+0F34h+var_BA4]
0x8002755L,mov     [esp+0F34h+var_BA0], ecx
0x800275cL,mov     edi, [esp+0F34h+var_F00]
0x8002760L,adc     edi, [esp+0F34h+var_BA0]
0x8002767L,mov     edx, [esp+0F34h+var_F0C]
0x800276bL,add     edx, esi
0x800276dL,mov     ecx, [esp+0F34h+var_F08]
0x8002771L,adc     ecx, edi
0x8002773L,mov     [esp+0F34h+var_F00], edi
0x8002777L,mov     [esp+0F34h+var_ED4], edx
0x800277bL,mov     [esp+0F34h+var_ED0], ecx
0x800277fL,mov     [esp+0F34h+var_F04], esi
0x8002783L,mov     esi, [esp+0F34h+var_F14]
0x8002787L,mov     edx, esi
0x8002789L,mov     ecx, [esp+0F34h+var_F1C]
0x800278dL,mov     edi, [esp+0F34h+var_F10]
0x8002791L,or      edx, ecx
0x8002793L,mov     eax, [esp+0F34h+var_F18]
0x8002797L,mov     ecx, [esp+0F34h+var_F24]
0x800279bL,or      eax, edi
0x800279dL,and     edx, ecx
0x800279fL,mov     ecx, [esp+0F34h+var_F20]
0x80027a3L,and     eax, ecx
0x80027a5L,mov     ecx, [esp+0F34h+var_F1C]
0x80027a9L,and     ecx, esi
0x80027abL,mov     ebx, ecx
0x80027adL,mov     ecx, [esp+0F34h+var_F18]
0x80027b1L,or      edx, ebx
0x80027b3L,and     ecx, edi
0x80027b5L,mov     [esp+0F34h+var_B9C], edx
0x80027bcL,mov     edx, eax
0x80027beL,or      edx, ecx
0x80027c0L,mov     ecx, edi
0x80027c2L,mov     [esp+0F34h+var_B98], edx
0x80027c9L,mov     edx, esi
0x80027cbL,shld    edx, edi, 1Eh
0x80027cfL,shld    ecx, esi, 1Eh
0x80027d3L,mov     [esp+0F34h+var_F0C], edx
0x80027d7L,mov     [esp+0F34h+var_F08], ecx
0x80027dbL,mov     eax, esi
0x80027ddL,mov     ecx, [esp+0F34h+var_F0C]
0x80027e1L,shrd    eax, edi, 1Ch
0x80027e5L,mov     edx, edi
0x80027e7L,mov     edi, ecx
0x80027e9L,shrd    edx, esi, 1Ch
0x80027edL,xor     edi, eax
0x80027efL,mov     ebx, [esp+0F34h+var_F08]
0x80027f3L,mov     eax, [esp+0F34h+var_F14]
0x80027f7L,xor     ebx, edx
0x80027f9L,mov     ecx, eax
0x80027fbL,mov     edx, [esp+0F34h+var_F10]
0x80027ffL,shld    eax, edx, 19h
0x8002803L,shld    edx, ecx, 19h
0x8002807L,mov     ecx, edi
0x8002809L,mov     esi, [esp+0F34h+var_E74]
0x8002810L,xor     ecx, eax
0x8002812L,mov     edi, [esp+0F34h+var_E70]
0x8002819L,mov     [esp+0F34h+var_B94], ecx
0x8002820L,mov     ecx, ebx
0x8002822L,xor     ecx, edx
0x8002824L,mov     edx, [esp+0F34h+var_B9C]
0x800282bL,add     edx, [esp+0F34h+var_B94]
0x8002832L,mov     [esp+0F34h+var_B90], ecx
0x8002839L,mov     eax, edx
0x800283bL,mov     ecx, [esp+0F34h+var_B98]
0x8002842L,adc     ecx, [esp+0F34h+var_B90]
0x8002849L,mov     edx, eax
0x800284bL,add     edx, [esp+0F34h+var_F04]
0x800284fL,adc     ecx, [esp+0F34h+var_F00]
0x8002853L,add     esi, [esp+0F34h+var_E9C]
0x800285aL,adc     edi, [esp+0F34h+var_E98]
0x8002861L,mov     [esp+0F34h+var_F0C], edx
0x8002865L,mov     [esp+0F34h+var_F08], ecx
0x8002869L,mov     [esp+0F34h+var_F04], esi
0x800286dL,mov     eax, [esp+0F34h+var_E6C]
0x8002874L,mov     edx, [esp+0F34h+var_E68]
0x800287bL,mov     [esp+0F34h+var_F00], edi
0x800287fL,mov     ecx, eax
0x8002881L,mov     edi, eax
0x8002883L,mov     ebx, edx
0x8002885L,shrd    ecx, edx, 8
0x8002889L,shrd    ebx, eax, 8
0x800288dL,shrd    eax, edx, 1
0x8002891L,shrd    edx, edi, 1
0x8002895L,xor     ebx, edx
0x8002897L,xor     ecx, eax
0x8002899L,mov     edx, [esp+0F34h+var_E68]
0x80028a0L,mov     eax, [esp+0F34h+var_E6C]
0x80028a7L,shrd    eax, edx, 7
0x80028abL,xor     ecx, eax
0x80028adL,mov     esi, [esp+0F34h+var_F00]
0x80028b1L,shr     edx, 7
0x80028b4L,mov     [esp+0F34h+var_B8C], ecx
0x80028bbL,mov     ecx, ebx
0x80028bdL,mov     ebx, [esp+0F34h+var_F04]
0x80028c1L,xor     ecx, edx
0x80028c3L,add     ebx, [esp+0F34h+var_B8C]
0x80028caL,mov     [esp+0F34h+var_B88], ecx
0x80028d1L,mov     edi, [esp+0F34h+var_E80]
0x80028d8L,adc     esi, [esp+0F34h+var_B88]
0x80028dfL,mov     ecx, edi
0x80028e1L,mov     [esp+0F34h+var_F00], esi
0x80028e5L,mov     esi, [esp+0F34h+var_E84]
0x80028ecL,mov     edx, esi
0x80028eeL,mov     [esp+0F34h+var_F04], ebx
0x80028f2L,shld    edx, edi, 3
0x80028f6L,shld    ecx, esi, 3
0x80028faL,mov     ebx, ecx
0x80028fcL,mov     eax, esi
0x80028feL,mov     ecx, edx
0x8002900L,mov     edx, edi
0x8002902L,shrd    eax, edx, 13h
0x8002906L,shrd    edx, esi, 13h
0x800290aL,xor     ecx, eax
0x800290cL,xor     ebx, edx
0x800290eL,mov     eax, [esp+0F34h+var_E84]
0x8002915L,mov     edx, [esp+0F34h+var_E80]
0x800291cL,shrd    eax, edx, 6
0x8002920L,shr     edx, 6
0x8002923L,xor     ecx, eax
0x8002925L,xor     ebx, edx
0x8002927L,mov     [esp+0F34h+var_B84], ecx
0x800292eL,mov     [esp+0F34h+var_B80], ebx
0x8002935L,mov     ebx, [esp+0F34h+var_F04]
0x8002939L,add     ebx, [esp+0F34h+var_B84]
0x8002940L,mov     esi, [esp+0F34h+var_F00]
0x8002944L,adc     esi, [esp+0F34h+var_B80]
0x800294bL,mov     [esp+0F34h+var_E74], ebx
0x8002952L,add     ebx, 77AC9C65h
0x8002958L,mov     [esp+0F34h+var_E70], esi
0x800295fL,adc     esi, 240CA1CCh
0x8002965L,mov     ecx, [esp+0F34h+var_EE4]
0x8002969L,mov     edi, esi
0x800296bL,mov     esi, ebx
0x800296dL,add     esi, [esp+0F34h+var_EF4]
0x8002971L,mov     ebx, [esp+0F34h+var_EE0]
0x8002975L,adc     edi, [esp+0F34h+var_EF0]
0x8002979L,mov     edx, [esp+0F34h+var_EDC]
0x800297dL,mov     eax, [esp+0F34h+var_ED8]
0x8002981L,xor     edx, ecx
0x8002983L,xor     eax, ebx
0x8002985L,mov     ebx, [esp+0F34h+var_ED4]
0x8002989L,and     edx, ebx
0x800298bL,mov     ebx, [esp+0F34h+var_ED0]
0x800298fL,xor     edx, ecx
0x8002991L,and     eax, ebx
0x8002993L,mov     [esp+0F34h+var_B7C], edx
0x800299aL,mov     edx, [esp+0F34h+var_EE0]
0x800299eL,xor     edx, eax
0x80029a0L,add     esi, [esp+0F34h+var_B7C]
0x80029a7L,mov     [esp+0F34h+var_B78], edx
0x80029aeL,mov     [esp+0F34h+var_F04], esi
0x80029b2L,adc     edi, [esp+0F34h+var_B78]
0x80029b9L,mov     esi, [esp+0F34h+var_ED4]
0x80029bdL,mov     [esp+0F34h+var_F00], edi
0x80029c1L,mov     edi, [esp+0F34h+var_ED0]
0x80029c5L,mov     edx, esi
0x80029c7L,mov     ecx, edi
0x80029c9L,shrd    edx, edi, 12h
0x80029cdL,shrd    ecx, esi, 12h
0x80029d1L,mov     ebx, ecx
0x80029d3L,mov     eax, esi
0x80029d5L,mov     ecx, edx
0x80029d7L,mov     edx, edi
0x80029d9L,shrd    eax, edx, 0Eh
0x80029ddL,shrd    edx, esi, 0Eh
0x80029e1L,xor     ebx, edx
0x80029e3L,xor     ecx, eax
0x80029e5L,mov     edx, [esp+0F34h+var_ED0]
0x80029e9L,mov     eax, [esp+0F34h+var_ED4]
0x80029edL,mov     edi, eax
0x80029efL,mov     esi, [esp+0F34h+var_F04]
0x80029f3L,shld    eax, edx, 17h
0x80029f7L,xor     ecx, eax
0x80029f9L,mov     eax, [esp+0F34h+var_F10]
0x80029fdL,shld    edx, edi, 17h
0x8002a01L,mov     [esp+0F34h+var_B74], ecx
0x8002a08L,mov     ecx, ebx
0x8002a0aL,xor     ecx, edx
0x8002a0cL,add     esi, [esp+0F34h+var_B74]
0x8002a13L,mov     [esp+0F34h+var_B70], ecx
0x8002a1aL,mov     edi, [esp+0F34h+var_F00]
0x8002a1eL,adc     edi, [esp+0F34h+var_B70]
0x8002a25L,mov     edx, [esp+0F34h+var_F24]
0x8002a29L,add     edx, esi
0x8002a2bL,mov     ecx, [esp+0F34h+var_F20]
0x8002a2fL,adc     ecx, edi
0x8002a31L,mov     [esp+0F34h+var_F04], esi
0x8002a35L,mov     esi, [esp+0F34h+var_F0C]
0x8002a39L,mov     [esp+0F34h+var_ECC], edx
0x8002a3dL,mov     [esp+0F34h+var_EC8], ecx
0x8002a41L,mov     edx, esi
0x8002a43L,mov     ecx, [esp+0F34h+var_F14]
0x8002a47L,mov     [esp+0F34h+var_F00], edi
0x8002a4bL,or      edx, ecx
0x8002a4dL,mov     edi, [esp+0F34h+var_F08]
0x8002a51L,mov     ecx, [esp+0F34h+var_F1C]
0x8002a55L,or      eax, edi
0x8002a57L,and     edx, ecx
0x8002a59L,mov     ecx, [esp+0F34h+var_F18]
0x8002a5dL,and     eax, ecx
0x8002a5fL,mov     ecx, [esp+0F34h+var_F14]
0x8002a63L,and     ecx, esi
0x8002a65L,mov     ebx, ecx
0x8002a67L,mov     ecx, [esp+0F34h+var_F10]
0x8002a6bL,or      edx, ebx
0x8002a6dL,and     ecx, edi
0x8002a6fL,mov     [esp+0F34h+var_B6C], edx
0x8002a76L,mov     edx, eax
0x8002a78L,or      edx, ecx
0x8002a7aL,mov     ecx, edi
0x8002a7cL,mov     [esp+0F34h+var_B68], edx
0x8002a83L,mov     edx, esi
0x8002a85L,shld    edx, edi, 1Eh
0x8002a89L,shld    ecx, esi, 1Eh
0x8002a8dL,mov     [esp+0F34h+var_F24], edx
0x8002a91L,mov     [esp+0F34h+var_F20], ecx
0x8002a95L,mov     eax, esi
0x8002a97L,mov     ecx, [esp+0F34h+var_F24]
0x8002a9bL,shrd    eax, edi, 1Ch
0x8002a9fL,mov     edx, edi
0x8002aa1L,mov     edi, ecx
0x8002aa3L,shrd    edx, esi, 1Ch
0x8002aa7L,xor     edi, eax
0x8002aa9L,mov     ebx, [esp+0F34h+var_F20]
0x8002aadL,mov     eax, [esp+0F34h+var_F0C]
0x8002ab1L,xor     ebx, edx
0x8002ab3L,mov     ecx, eax
0x8002ab5L,mov     edx, [esp+0F34h+var_F08]
0x8002ab9L,shld    eax, edx, 19h
0x8002abdL,shld    edx, ecx, 19h
0x8002ac1L,mov     ecx, edi
0x8002ac3L,mov     esi, [esp+0F34h+var_E6C]
0x8002acaL,xor     ecx, eax
0x8002accL,mov     edi, [esp+0F34h+var_E68]
0x8002ad3L,mov     [esp+0F34h+var_B64], ecx
0x8002adaL,mov     ecx, ebx
0x8002adcL,xor     ecx, edx
0x8002adeL,mov     edx, [esp+0F34h+var_B6C]
0x8002ae5L,add     edx, [esp+0F34h+var_B64]
0x8002aecL,mov     [esp+0F34h+var_B60], ecx
0x8002af3L,mov     eax, edx
0x8002af5L,mov     ecx, [esp+0F34h+var_B68]
0x8002afcL,adc     ecx, [esp+0F34h+var_B60]
0x8002b03L,mov     edx, eax
0x8002b05L,add     edx, [esp+0F34h+var_F04]
0x8002b09L,mov     eax, [esp+0F34h+var_E64]
0x8002b10L,adc     ecx, [esp+0F34h+var_F00]
0x8002b14L,add     esi, [esp+0F34h+var_EA4]
0x8002b1bL,adc     edi, [esp+0F34h+var_EA0]
0x8002b22L,mov     [esp+0F34h+var_F04], edx
0x8002b26L,mov     edx, [esp+0F34h+var_E60]
0x8002b2dL,mov     [esp+0F34h+var_F00], ecx
0x8002b31L,mov     [esp+0F34h+var_F20], edi
0x8002b35L,mov     ecx, eax
0x8002b37L,mov     edi, eax
0x8002b39L,mov     ebx, edx
0x8002b3bL,shrd    ecx, edx, 8
0x8002b3fL,shrd    ebx, eax, 8
0x8002b43L,shrd    eax, edx, 1
0x8002b47L,shrd    edx, edi, 1
0x8002b4bL,xor     ebx, edx
0x8002b4dL,xor     ecx, eax
0x8002b4fL,mov     [esp+0F34h+var_F24], esi
0x8002b53L,mov     eax, [esp+0F34h+var_E64]
0x8002b5aL,mov     edx, [esp+0F34h+var_E60]
0x8002b61L,shrd    eax, edx, 7
0x8002b65L,shr     edx, 7
0x8002b68L,xor     ecx, eax
0x8002b6aL,mov     [esp+0F34h+var_B5C], ecx
0x8002b71L,mov     eax, [esp+0F34h+var_F24]
0x8002b75L,mov     ecx, ebx
0x8002b77L,xor     ecx, edx
0x8002b79L,add     eax, [esp+0F34h+var_B5C]
0x8002b80L,mov     [esp+0F34h+var_B58], ecx
0x8002b87L,mov     edx, [esp+0F34h+var_F20]
0x8002b8bL,adc     edx, [esp+0F34h+var_B58]
0x8002b92L,mov     [esp+0F34h+var_F24], eax
0x8002b96L,mov     [esp+0F34h+var_F20], edx
0x8002b9aL,mov     eax, [esp+0F34h+var_E7C]
0x8002ba1L,mov     edx, [esp+0F34h+var_E78]
0x8002ba8L,mov     edi, eax
0x8002baaL,mov     ecx, eax
0x8002bacL,mov     ebx, edx
0x8002baeL,shld    ecx, edx, 3
0x8002bb2L,shld    ebx, eax, 3
0x8002bb6L,shrd    eax, edx, 13h
0x8002bbaL,shrd    edx, edi, 13h
0x8002bbeL,xor     ebx, edx
0x8002bc0L,xor     ecx, eax
0x8002bc2L,mov     edx, [esp+0F34h+var_E78]
0x8002bc9L,mov     eax, [esp+0F34h+var_E7C]
0x8002bd0L,shrd    eax, edx, 6
0x8002bd4L,xor     ecx, eax
0x8002bd6L,mov     esi, [esp+0F34h+var_F24]
0x8002bdaL,shr     edx, 6
0x8002bddL,mov     [esp+0F34h+var_B54], ecx
0x8002be4L,mov     ecx, ebx
0x8002be6L,mov     edi, [esp+0F34h+var_F20]
0x8002beaL,xor     ecx, edx
0x8002becL,add     esi, [esp+0F34h+var_B54]
0x8002bf3L,mov     [esp+0F34h+var_B50], ecx
0x8002bfaL,mov     [esp+0F34h+var_E6C], esi
0x8002c01L,adc     edi, [esp+0F34h+var_B50]
0x8002c08L,add     esi, 592B0275h
0x8002c0eL,mov     [esp+0F34h+var_E68], edi
0x8002c15L,mov     ecx, [esp+0F34h+var_EDC]
0x8002c19L,adc     edi, 2DE92C6Fh
0x8002c1fL,add     esi, [esp+0F34h+var_EE4]
0x8002c23L,mov     ebx, [esp+0F34h+var_ED8]
0x8002c27L,mov     edx, [esp+0F34h+var_ED4]
0x8002c2bL,adc     edi, [esp+0F34h+var_EE0]
0x8002c2fL,mov     eax, [esp+0F34h+var_ED0]
0x8002c33L,xor     edx, ecx
0x8002c35L,xor     eax, ebx
0x8002c37L,mov     ebx, [esp+0F34h+var_ECC]
0x8002c3bL,and     edx, ebx
0x8002c3dL,mov     ebx, [esp+0F34h+var_EC8]
0x8002c41L,xor     edx, ecx
0x8002c43L,and     eax, ebx
0x8002c45L,mov     [esp+0F34h+var_B4C], edx
0x8002c4cL,mov     edx, [esp+0F34h+var_ED8]
0x8002c50L,xor     edx, eax
0x8002c52L,mov     eax, esi
0x8002c54L,add     eax, [esp+0F34h+var_B4C]
0x8002c5bL,mov     [esp+0F34h+var_B48], edx
0x8002c62L,mov     edx, edi
0x8002c64L,mov     esi, [esp+0F34h+var_ECC]
0x8002c68L,adc     edx, [esp+0F34h+var_B48]
0x8002c6fL,mov     edi, [esp+0F34h+var_EC8]
0x8002c73L,mov     [esp+0F34h+var_F20], edx
0x8002c77L,mov     ecx, edi
0x8002c79L,mov     edx, esi
0x8002c7bL,mov     [esp+0F34h+var_F24], eax
